subcity,bedrooms,bathrooms,area_sqm,has_water_tank,has_generator,is_furnished,description_text,rent_price_etb
Kirkos,5,3,153.6,0,0,0,"Apartment with 5 bedrooms in Kirkos, now available. 154 square metres, well laid out. Well maintained apartment. Well maintained and secure.",64000.0
Bole,5,2,144.6,0,0,0,Rent a 5-bedroom home located in Bole. About 145 square metres of living space. Well maintained apartment. Well maintained and secure.,62500.0
Yeka,1,1,62.5,1,0,0,"Rent a 1-bedroom home located in Yeka. 62 square metres, well laid out. Features a private water tank. Well maintained and secure.",22000.0
Lidetta,4,2,117.9,0,0,0,4-bedroom apartment in Lidetta available for rent. About 118 square metres of living space. Well maintained apartment. Well maintained and secure.,36000.0
Kirkos,2,2,114.1,0,0,0,"Apartment with 2 bedrooms in Kirkos, now available. 114 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",43500.0
Yeka,4,2,142.7,0,0,0,4-bedroom apartment in Yeka available for rent. About 143 square metres of living space. Well maintained apartment. Well maintained and secure.,49000.0
Kolfe,3,2,111.3,1,1,0,"3-bedroom apartment in Kolfe available for rent. 111 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",37500.0
Arada,1,1,78.1,0,0,0,Rent a 1-bedroom home located in Arada. About 78 square metres of living space. Well maintained apartment. Ideal for families or professionals.,27000.0
Bole,2,1,62.2,1,0,0,2-bedroom unit in Bole for long-term rental. About 62 square metres of living space. Features a private water tank. Well maintained and secure.,28500.0
Yeka,3,2,77.3,1,0,0,3-bedroom apartment in Yeka available for rent. About 77 square metres of living space. Features a private water tank. Well maintained and secure.,31500.0
Bole,4,3,125.2,0,1,0,"Apartment with 4 bedrooms in Bole, now available. Floor space of 125 square metres. Comes with a backup generator. Quiet neighbourhood with good access to transport.",57500.0
Nifas Silk,1,1,47.5,1,0,0,1-bedroom apartment in Nifas Silk available for rent. Floor space of 48 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,16500.0
Yeka,5,2,149.2,1,0,0,5-bedroom unit in Yeka for long-term rental. About 149 square metres of living space. Features a private water tank. Well maintained and secure.,54500.0
Bole,4,2,132.5,0,0,0,4-bedroom apartment in Bole available for rent. Floor space of 132 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,56000.0
Bole,5,3,163.0,1,0,1,Rent a 5-bedroom home located in Bole. Floor space of 163 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,82500.0
Nifas Silk,5,3,138.3,1,0,0,"5-bedroom apartment in Nifas Silk available for rent. 138 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",49500.0
Bole,1,1,68.8,0,0,0,"Apartment with 1 bedrooms in Bole, now available. Floor space of 69 square metres. Well maintained apartment. Well maintained and secure.",27000.0
Lidetta,1,1,64.2,0,0,0,"Apartment with 1 bedrooms in Lidetta, now available. 64 square metres, well laid out. Well maintained apartment. Well maintained and secure.",17000.0
Bole,4,2,134.2,0,0,1,Rent a 4-bedroom home located in Bole. About 134 square metres of living space. Furnished and ready to move in. Close to schools and markets.,65500.0
Nifas Silk,1,1,57.8,0,0,0,Rent a 1-bedroom home located in Nifas Silk. Floor space of 58 square metres. Well maintained apartment. Close to schools and markets.,17500.0
Kirkos,1,1,80.6,0,0,1,1-bedroom apartment in Kirkos available for rent. About 81 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,33500.0
Kirkos,3,2,106.8,0,0,0,3-bedroom apartment in Kirkos available for rent. Floor space of 107 square metres. Well maintained apartment. Well maintained and secure.,43000.0
Bole,5,3,173.3,0,0,0,Rent a 5-bedroom home located in Bole. About 173 square metres of living space. Well maintained apartment. Well maintained and secure.,73500.0
Kolfe,4,2,120.5,0,1,0,"4-bedroom apartment in Kolfe available for rent. 120 square metres, well laid out. Comes with a backup generator. Close to schools and markets.",39500.0
Akaky Kaliti,3,1,116.9,0,0,0,Rent a 3-bedroom home located in Akaky Kaliti. Floor space of 117 square metres. Well maintained apartment. Well maintained and secure.,30000.0
Bole,1,1,63.3,0,0,0,1-bedroom apartment in Bole available for rent. Floor space of 63 square metres. Well maintained apartment. Ideal for families or professionals.,25000.0
Bole,2,1,82.1,0,0,0,Rent a 2-bedroom home located in Bole. About 82 square metres of living space. Well maintained apartment. Close to schools and markets.,33500.0
Akaky Kaliti,4,3,137.6,0,0,0,Rent a 4-bedroom home located in Akaky Kaliti. About 138 square metres of living space. Well maintained apartment. Close to schools and markets.,38500.0
Arada,1,1,60.4,0,0,1,1-bedroom unit in Arada for long-term rental. Floor space of 60 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,24500.0
Bole,3,2,76.1,0,0,1,3-bedroom unit in Bole for long-term rental. About 76 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,40000.0
Yeka,1,1,30.0,1,0,1,"Apartment with 1 bedrooms in Yeka, now available. About 30 square metres of living space. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",15000.0
Nifas Silk,2,1,101.3,0,1,0,"Apartment with 2 bedrooms in Nifas Silk, now available. About 101 square metres of living space. Comes with a backup generator. Close to schools and markets.",32500.0
Gulele,2,1,100.8,0,0,0,"2-bedroom apartment in Gulele available for rent. 101 square metres, well laid out. Well maintained apartment. Well maintained and secure.",28500.0
Nifas Silk,4,2,152.6,1,0,0,4-bedroom apartment in Nifas Silk available for rent. Floor space of 153 square metres. Features a private water tank. Close to schools and markets.,49500.0
Addis Ketema,5,3,151.8,1,0,0,"5-bedroom apartment in Addis Ketema available for rent. 152 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",47500.0
Arada,1,1,48.5,0,0,1,1-bedroom unit in Arada for long-term rental. About 48 square metres of living space. Furnished and ready to move in. Well maintained and secure.,20500.0
Yeka,4,2,125.0,0,0,0,4-bedroom unit in Yeka for long-term rental. Floor space of 125 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,44500.0
Arada,4,3,130.1,0,0,1,Rent a 4-bedroom home located in Arada. Floor space of 130 square metres. Furnished and ready to move in. Well maintained and secure.,59000.0
Kirkos,5,2,139.9,0,0,1,"Rent a 5-bedroom home located in Kirkos. 140 square metres, well laid out. Furnished and ready to move in. Well maintained and secure.",67000.0
Yeka,5,3,171.8,1,0,1,"Apartment with 5 bedrooms in Yeka, now available. 172 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",71000.0
Bole,1,1,90.9,0,0,0,Rent a 1-bedroom home located in Bole. About 91 square metres of living space. Well maintained apartment. Well maintained and secure.,34500.0
Kirkos,4,2,135.7,0,0,0,"Apartment with 4 bedrooms in Kirkos, now available. Floor space of 136 square metres. Well maintained apartment. Well maintained and secure.",54500.0
Gulele,3,1,107.9,1,0,0,"Apartment with 3 bedrooms in Gulele, now available. 108 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",34000.0
Bole,1,1,48.5,0,0,1,1-bedroom unit in Bole for long-term rental. About 48 square metres of living space. Furnished and ready to move in. Close to schools and markets.,23000.0
Kirkos,2,1,104.6,1,0,0,"2-bedroom apartment in Kirkos available for rent. 105 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",41000.0
Nifas Silk,5,3,152.9,1,0,0,"5-bedroom unit in Nifas Silk for long-term rental. 153 square metres, well laid out. Features a private water tank. Close to schools and markets.",53000.0
Nifas Silk,3,1,104.5,1,0,0,3-bedroom unit in Nifas Silk for long-term rental. Floor space of 104 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,34500.0
Kolfe,2,1,91.8,1,0,1,2-bedroom unit in Kolfe for long-term rental. Floor space of 92 square metres. Features a private water tank. Furnished and ready to move in. Close to schools and markets.,31000.0
Kolfe,2,1,79.0,1,1,0,"Apartment with 2 bedrooms in Kolfe, now available. 79 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",27000.0
Gulele,5,3,153.8,1,0,0,Rent a 5-bedroom home located in Gulele. Floor space of 154 square metres. Features a private water tank. Well maintained and secure.,51000.0
Bole,2,2,68.7,1,0,0,"Apartment with 2 bedrooms in Bole, now available. About 69 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.",32000.0
Arada,1,1,77.0,1,0,0,1-bedroom apartment in Arada available for rent. Floor space of 77 square metres. Features a private water tank. Well maintained and secure.,28500.0
Nifas Silk,3,1,106.7,1,0,0,"3-bedroom apartment in Nifas Silk available for rent. 107 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",35000.0
Yeka,5,3,165.9,0,0,0,"5-bedroom unit in Yeka for long-term rental. 166 square metres, well laid out. Well maintained apartment. Well maintained and secure.",58500.0
Bole,1,1,61.6,0,0,1,"Apartment with 1 bedrooms in Bole, now available. Floor space of 62 square metres. Furnished and ready to move in. Close to schools and markets.",28000.0
Yeka,2,1,84.4,1,1,1,"Apartment with 2 bedrooms in Yeka, now available. About 84 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets.",37000.0
Arada,3,1,93.5,0,0,0,"Apartment with 3 bedrooms in Arada, now available. About 94 square metres of living space. Well maintained apartment. Close to schools and markets.",36000.0
Kirkos,1,1,73.1,0,0,1,1-bedroom apartment in Kirkos available for rent. Floor space of 73 square metres. Furnished and ready to move in. Well maintained and secure.,31000.0
Bole,4,3,119.5,0,0,1,4-bedroom unit in Bole for long-term rental. Floor space of 120 square metres. Furnished and ready to move in. Close to schools and markets.,61000.0
Kolfe,2,1,80.2,0,1,0,"Rent a 2-bedroom home located in Kolfe. 80 square metres, well laid out. Comes with a backup generator. Quiet neighbourhood with good access to transport.",25500.0
Akaky Kaliti,1,1,64.0,0,0,0,"1-bedroom unit in Akaky Kaliti for long-term rental. 64 square metres, well laid out. Well maintained apartment. Well maintained and secure.",15500.0
Yeka,2,1,87.5,0,1,1,2-bedroom apartment in Yeka available for rent. Floor space of 88 square metres. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,36000.0
Akaky Kaliti,5,3,131.5,0,1,0,5-bedroom unit in Akaky Kaliti for long-term rental. Floor space of 132 square metres. Comes with a backup generator. Close to schools and markets.,42000.0
Bole,5,3,149.2,1,0,0,5-bedroom unit in Bole for long-term rental. About 149 square metres of living space. Features a private water tank. Close to schools and markets.,67000.0
Akaky Kaliti,3,2,117.5,0,1,0,Rent a 3-bedroom home located in Akaky Kaliti. About 118 square metres of living space. Comes with a backup generator. Ideal for families or professionals.,34000.0
Addis Ketema,3,2,103.5,0,0,0,"Apartment with 3 bedrooms in Addis Ketema, now available. 104 square metres, well laid out. Well maintained apartment. Well maintained and secure.",30000.0
Bole,5,3,149.3,0,0,0,5-bedroom apartment in Bole available for rent. About 149 square metres of living space. Well maintained apartment. Ideal for families or professionals.,65500.0
Kolfe,1,1,65.9,1,1,0,"Apartment with 1 bedrooms in Kolfe, now available. Floor space of 66 square metres. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.",22000.0
