title,location,subcity,bedrooms,bathrooms,size_sqm,furnished,price_etb,description
4-bedroom apartment in Lidetta available for rent. Floor space of 123 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Lidetta,Lidetta,4.0,3.0,123.3,False,44000.0,4-bedroom apartment in Lidetta available for rent. Floor space of 123 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
"Apartment with 4 bedrooms in Bole, now available. Floor space of 131 square metres. Features a private water tank. Furnished and ready to move in. Well maintained and secure.",Bole,Bole,4.0,2.0,131.3,False,66500.0,"Apartment with 4 bedrooms in Bole, now available. Floor space of 131 square metres. Features a private water tank. Furnished and ready to move in. Well maintained and secure."
"Apartment with 3 bedrooms in Yeka, now available. Floor space of 100 square metres. Features a private water tank. Close to schools and markets.",Yeka,Yeka,3.0,1.0,100.2,False,36000.0,"Apartment with 3 bedrooms in Yeka, now available. Floor space of 100 square metres. Features a private water tank. Close to schools and markets."
3-bedroom apartment in Kolfe available for rent. Floor space of 113 square metres. Well maintained apartment. Ideal for families or professionals.,Kolfe,Kolfe,3.0,2.0,112.8,False,33500.0,3-bedroom apartment in Kolfe available for rent. Floor space of 113 square metres. Well maintained apartment. Ideal for families or professionals.
"Apartment with 5 bedrooms in Lidetta, now available. About 144 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",Lidetta,Lidetta,5.0,3.0,144.2,False,53500.0,"Apartment with 5 bedrooms in Lidetta, now available. About 144 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals."
"3-bedroom unit in Addis Ketema for long-term rental. 100 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",Addis Ketema,Addis Ketema,3.0,2.0,99.8,False,36000.0,"3-bedroom unit in Addis Ketema for long-term rental. 100 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals."
2-bedroom apartment in Lidetta available for rent. Floor space of 91 square metres. Well maintained apartment. Ideal for families or professionals.,Lidetta,Lidetta,2.0,2.0,91.0,False,26000.0,2-bedroom apartment in Lidetta available for rent. Floor space of 91 square metres. Well maintained apartment. Ideal for families or professionals.
Rent a 3-bedroom home located in Lidetta. About 106 square metres of living space. Well maintained apartment. Ideal for families or professionals.,Lidetta,Lidetta,3.0,2.0,106.3,False,31500.0,Rent a 3-bedroom home located in Lidetta. About 106 square metres of living space. Well maintained apartment. Ideal for families or professionals.
5-bedroom apartment in Yeka available for rent. About 129 square metres of living space. Features a private water tank. Well maintained and secure.,Yeka,Yeka,5.0,3.0,128.9,False,50500.0,5-bedroom apartment in Yeka available for rent. About 129 square metres of living space. Features a private water tank. Well maintained and secure.
4-bedroom unit in Kirkos for long-term rental. About 112 square metres of living space. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.,Kirkos,Kirkos,4.0,3.0,112.5,False,53000.0,4-bedroom unit in Kirkos for long-term rental. About 112 square metres of living space. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.
1-bedroom apartment in Yeka available for rent. Floor space of 50 square metres. Features a private water tank. Comes with a backup generator. Close to schools and markets.,Yeka,Yeka,1.0,1.0,50.2,False,21000.0,1-bedroom apartment in Yeka available for rent. Floor space of 50 square metres. Features a private water tank. Comes with a backup generator. Close to schools and markets.
Rent a 3-bedroom home located in Nifas Silk. About 97 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,Nifas Silk,Nifas Silk,3.0,2.0,97.4,False,32500.0,Rent a 3-bedroom home located in Nifas Silk. About 97 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.
"Apartment with 4 bedrooms in Akaky Kaliti, now available. Floor space of 135 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",Akaky Kaliti,Akaky Kaliti,4.0,2.0,135.0,False,41000.0,"Apartment with 4 bedrooms in Akaky Kaliti, now available. Floor space of 135 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals."
"2-bedroom apartment in Kirkos available for rent. 89 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Kirkos,Kirkos,2.0,1.0,88.6,False,36000.0,"2-bedroom apartment in Kirkos available for rent. 89 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
"Apartment with 5 bedrooms in Arada, now available. 165 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Arada,Arada,5.0,3.0,164.8,False,64000.0,"Apartment with 5 bedrooms in Arada, now available. 165 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
"5-bedroom apartment in Yeka available for rent. 161 square metres, well laid out. Features a private water tank. Close to schools and markets.",Yeka,Yeka,5.0,3.0,161.0,False,59000.0,"5-bedroom apartment in Yeka available for rent. 161 square metres, well laid out. Features a private water tank. Close to schools and markets."
Rent a 5-bedroom home located in Bole. About 165 square metres of living space. Features a private water tank. Ideal for families or professionals.,Bole,Bole,5.0,3.0,164.9,False,72500.0,Rent a 5-bedroom home located in Bole. About 165 square metres of living space. Features a private water tank. Ideal for families or professionals.
"1-bedroom unit in Yeka for long-term rental. 71 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",Yeka,Yeka,1.0,1.0,71.3,False,24000.0,"1-bedroom unit in Yeka for long-term rental. 71 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport."
"Apartment with 3 bedrooms in Bole, now available. About 110 square metres of living space. Well maintained apartment. Ideal for families or professionals.",Bole,Bole,3.0,2.0,110.5,False,46500.0,"Apartment with 3 bedrooms in Bole, now available. About 110 square metres of living space. Well maintained apartment. Ideal for families or professionals."
Rent a 3-bedroom home located in Akaky Kaliti. Floor space of 121 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.,Akaky Kaliti,Akaky Kaliti,3.0,1.0,121.2,False,35000.0,Rent a 3-bedroom home located in Akaky Kaliti. Floor space of 121 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.
"4-bedroom apartment in Kirkos available for rent. 141 square metres, well laid out. Well maintained apartment. Well maintained and secure.",Kirkos,Kirkos,4.0,2.0,141.0,False,56500.0,"4-bedroom apartment in Kirkos available for rent. 141 square metres, well laid out. Well maintained apartment. Well maintained and secure."
"Rent a 5-bedroom home located in Lidetta. 156 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Lidetta,Lidetta,5.0,3.0,156.5,False,47500.0,"Rent a 5-bedroom home located in Lidetta. 156 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
Rent a 2-bedroom home located in Gulele. About 101 square metres of living space. Features a private water tank. Close to schools and markets.,Gulele,Gulele,2.0,1.0,101.3,False,30000.0,Rent a 2-bedroom home located in Gulele. About 101 square metres of living space. Features a private water tank. Close to schools and markets.
3-bedroom unit in Yeka for long-term rental. About 80 square metres of living space. Features a private water tank. Furnished and ready to move in. Close to schools and markets.,Yeka,Yeka,3.0,2.0,79.9,False,37000.0,3-bedroom unit in Yeka for long-term rental. About 80 square metres of living space. Features a private water tank. Furnished and ready to move in. Close to schools and markets.
4-bedroom unit in Bole for long-term rental. Floor space of 126 square metres. Features a private water tank. Furnished and ready to move in. Close to schools and markets.,Bole,Bole,4.0,3.0,126.5,False,66000.0,4-bedroom unit in Bole for long-term rental. Floor space of 126 square metres. Features a private water tank. Furnished and ready to move in. Close to schools and markets.
"Apartment with 4 bedrooms in Kolfe, now available. 126 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",Kolfe,Kolfe,4.0,3.0,126.3,False,41500.0,"Apartment with 4 bedrooms in Kolfe, now available. 126 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport."
4-bedroom apartment in Yeka available for rent. Floor space of 144 square metres. Features a private water tank. Ideal for families or professionals.,Yeka,Yeka,4.0,3.0,143.8,False,52500.0,4-bedroom apartment in Yeka available for rent. Floor space of 144 square metres. Features a private water tank. Ideal for families or professionals.
2-bedroom unit in Akaky Kaliti for long-term rental. About 105 square metres of living space. Features a private water tank. Close to schools and markets.,Akaky Kaliti,Akaky Kaliti,2.0,1.0,104.9,False,27500.0,2-bedroom unit in Akaky Kaliti for long-term rental. About 105 square metres of living space. Features a private water tank. Close to schools and markets.
